name,rating,atnm,region_name,outdoor_swimming_pool,restaurant,excellent_breakfast,free_parking,free_wifi,fitness_center,breakfast,bar,very_good_breakfast,indoor_swimming_pool,spa,3_swimming_pools,2_swimming_pools,4_swimming_pools,room_service,beachfront,private_beach_area,wifi_in_all_areas
Deluxe Inn,7.2,Motels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Candlewick Inn and Suites,8.4,Motels,Arkansas,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Hampton Inn - Paragould,8.8,Hotels,Arkansas,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Glenwood Country Club,8.7,Lodges,Arkansas,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Americas Best Value Inn Bryant,6.8,Motels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Holiday Inn Express & Suites West Memphis, an IHG Hotel",8.1,Hotels,Arkansas,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1905 Basin Park Hotel,8.1,Hotels,Arkansas,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"Holiday Inn Express Conway, an IHG Hotel",7.6,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Harrison Family Home with Grill andYard - Near Downtown,9.3,Vacation Homes,Arkansas,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Best Western Aspen Hotel,7.5,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
"Hotel Comfort Stay by OYO Texarkana East, AR I-30",5.8,Hotels,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lotus by Hotel Inn - Hot Springs,6.4,Motels,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holiday Inn Texarkana Arkansas Convention Center, an IHG Hotel",8.1,Hotels,Arkansas,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0
TownePlace Suites by Marriott Little Rock West,8.1,Hotels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
OYO Hotel Heber Springs Lakeside,5.2,Hotels,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilton Garden Inn Bentonville Rogers,7.9,Hotels,Arkansas,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Residence Inn by Marriott Little Rock Downtown,8.2,Hotels,Arkansas,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Comfort Inn & Suites North Little Rock McCain Mall,8.7,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
M Star Hotel Searcy,5.6,Motels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Quality Suites,6.7,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Cute Forest Themed Room With Kitchenette & Wifi,9,Homestays,Arkansas,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lake Hamilton Pool House with Cabana and NEW hot tub!,7.9,Vacation Homes,Arkansas,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Courtyard By Marriott Little Rock North,8.7,Hotels,Arkansas,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Hot Springs House with Spacious Deck and Grill!,10,Vacation Homes,Arkansas,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Panther Valley Ranch,9.1,Farm Stays,Arkansas,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cozy Henderson Hideaway Fish, Hike, and Boat!",8.3,Vacation Homes,Arkansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microtel Inn & Suites by Wyndham Hot Springs,8.9,Hotels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Markham House Suites Little Rock Medical Center,7.4,Motels,Arkansas,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Days Inn by Wyndham Little Rock/Medical Center,5.3,Motels,Arkansas,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Cottage Getaway - Quiet Cottage Charm Near U of A,9.8,Vacation Homes,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
American Inn,3.9,Hotels,Arkansas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motel 6-West Memphis, AR",5.5,Hotels,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyatt Place Fayetteville/Springdale,8.9,Hotels,Arkansas,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
Super 8 by Wyndham Cabot,6.5,Hotels,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quality Inn & Suites Pine Bluff AR,5.7,Hotels,Arkansas,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Cozy Arkansas Retreat with 2 Balconies and River Views,9.6,Apartments,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Studio on Ast., Downtown Bentonville near all!",9.6,Apartments,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guest Inn & Suites - Midtown Medical Center,7.9,Hotels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Motel 6-Van Buren, AR",7,Hotels,Arkansas,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Beaver Lake Lodge,6.1,Motels,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Driftwood Resort Bull Shoals,8.5,Hotels,Arkansas,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
El Rancho Motel,7.3,Hotels,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Traveler's Inn,8.5,Lodges,Arkansas,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Days Inn by Wyndham Trumann AR,6.7,Hotels,Arkansas,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Heber Springs Retreat with Riverfront Patio and Dock!,8.5,Vacation Homes,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21c Museum Hotel Bentonville - MGallery,9,Hotels,Arkansas,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
La Quinta by Wyndham N Little Rock - McCain Mall,7.3,Hotels,Arkansas,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
"Motel 6-Little Rock, AR - West",5.9,Hotels,Arkansas,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Fairfield by Marriott Russellville,8.7,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"The Waters Hot Springs, Tapestry Collection by Hilton",8.4,Hotels,Arkansas,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Edelweiss Inn,9.4,Motels,Arkansas,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Best Western Plus Castlerock Inn & Suites,8.4,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Ramada Limited Little Rock,7.3,Hotels,Arkansas,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Fairfield Inn & Suites by Marriott Rogers,8.2,Hotels,Arkansas,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Econo Lodge Inn & Suites North Little Rock,6.9,Hotels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Fairfield Inn & Suites by Marriott Jonesboro,7.6,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Secluded Home with Mini Waterfall and a Creek in Hot Springs,9.7,Vacation Homes,Arkansas,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Super 8 by Wyndham Little Rock/North/Airport,5.8,Hotels,Arkansas,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Executive Inn and Suites Springdale,7.3,Motels,Arkansas,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"Candlewood Suites Fayetteville, an IHG Hotel",8.4,Hotels,Arkansas,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
OYO Hotel Blytheville AR I-55,4.6,Hotels,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Paddock Luxury Vacation Home,9.2,Vacation Homes,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Razorback Lodge,7.1,Motels,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Codex - Parker Creek Bend Cabins,9.6,Vacation Homes,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Guest Inn Rogers,6,Motels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Regency Inn Bald Knob,8.2,Motels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Home2 Suites By Hilton Conway,8.5,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Knights Inn Searcy,5.6,Hotels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NEW! Boho Bungalow,9.1,Vacation Homes,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holiday Inn Express Little Rock-Airport, an IHG Hotel",7.4,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Boho Lakefront Condo with STUNNING views!,10,Apartments,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Best Western Plus JFK Inn & Suites,7.9,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"Hampton Inn North Little Rock McCain Mall, AR",9.2,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Baymont by Wyndham Little Rock,5.3,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Rodeway Inn,7.2,Hotels,Arkansas,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DoubleTree by Hilton Springdale,8.1,Hotels,Arkansas,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
"Holiday Inn Little Rock - Presidential Downtown, an IHG Hotel",8.3,Hotels,Arkansas,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Americas Best Value Inn Arkadelphia,7.9,Motels,Arkansas,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Dickson Street Bed & Breakfast,8.7,Bed and Breakfasts,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Suburban Studios Fort Smith,6.9,Hotels,Arkansas,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Omaha Apartment 3 Mi to Cricket Creek Marina!,10,Apartments,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Econo Lodge,3.9,Hotels,Arkansas,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Little Rock Marriott,8.4,Hotels,Arkansas,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Arsenic and Old Lace Bed & Breakfast Inn,9.8,Bed and Breakfasts,Arkansas,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
• Maverick House • Downtown Siloam Springs,10,Vacation Homes,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilton Garden Inn Little Rock Downtown,8.5,Hotels,Arkansas,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0
Residence Inn by Marriott Jonesboro,8.3,Hotels,Arkansas,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Tall Pines Inn,8.3,Inns,Arkansas,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Scottish Inns & Suites,6.4,Hotels,Arkansas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fairfield Inn & Suites by Marriott Little Rock Airport,8.5,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"Fairfield Inn & Suites by Marriott Memphis Marion, AR",8.5,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Town and Country INN,5.2,Hotels,Arkansas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motel 6-Hope, AR",6,Hotels,Arkansas,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Rogers Inn,6.2,Inns,Arkansas,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Days Inn by Wyndham N Little Rock East,6.4,Motels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Residence Inn by Marriott Rogers,8.8,Hotels,Arkansas,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Hidden Springs Bed and Breakfast,9.3,Bed and Breakfasts,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Grand Central Hotel,8.2,Hotels,Arkansas,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
OYO Townhouse Inn Jacksonville AR,5.7,Hotels,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Statue Road Inn,8.2,Motels,Arkansas,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
The Christmas Cabin,10,Vacation Homes,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Roomy Riverfront Trout Valley Cabin with Porch!,10,Vacation Homes,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Microtel Inn by Wyndham Rogers,6.4,Hotels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Quality Inn & Suites Little Rock West,8.1,Hotels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Grand Treehouse Resort,9.3,Hotels,Arkansas,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TownePlace Suites by Marriott Bentonville Rogers,8.4,Hotels,Arkansas,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Updated Mtn View Studio with Loft - Near River!,9.8,Apartments,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candlewood Suites Hot Springs, an IHG Hotel",8.2,Resorts,Arkansas,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Best Western Van Buren Inn,7.4,Motels,Arkansas,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Rest Inn Fort Smith,4.9,Hotels,Arkansas,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Best Western Southwest Little Rock,7.8,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
OYO Hotel Bald Knob AR Hwy 64,5,Hotels,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilton Garden Inn Jonesboro,8.1,Hotels,Arkansas,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0
Piney Bluff Retreat with Mountain Views!,10,Vacation Homes,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Intersect311 Hotel and Venue,8.9,Apartments,Arkansas,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Dreamland Inn,6.5,Campgrounds,Arkansas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Hamilton Condo with Private Balcony and Boat Slip,7.8,Apartments,Arkansas,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Super 8 by Wyndham Hot Springs,5.8,Hotels,Arkansas,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
HomeTowne Studios & Suites by Red Roof Bentonville,5.4,Motels,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield Inn by Marriott North Little Rock,8.1,Hotels,Arkansas,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Fairfield Inn & Suites by Marriott Fayetteville,8.8,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Super 8 by Wyndham North Little Rock/McCain,6.8,Motels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LAKEFRONT 7 MIN to OAKLAWN & 10 MIN to DOWNTOWN STR License #A22-0004,9.7,Apartments,Arkansas,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Home2 Suites by Hilton Fort Smith,9.1,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"Holiday Inn Express Monticello, an IHG Hotel",8.3,Hotels,Arkansas,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Lovely Hot Springs Home with Lake Balboa Access,10,Vacation Homes,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Swiss Village Inn,7.1,Motels,Arkansas,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
OYO Hotel Texarkana North Heights AR Hwy I-30,3.9,Hotels,Arkansas,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Days Inn by Wyndham Fort Smith,6.8,Hotels,Arkansas,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Courtyard by Marriott Bentonville Rogers Promenade,8.9,Hotels,Arkansas,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Hot Springs Village Escape with Deck and Grill!,10,Vacation Homes,Arkansas,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Pet-Friendly Rogers Home Rental Near Beaver Lake!,9,Vacation Homes,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107 Relax Ln,10,Vacation Homes,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
River Valley Inn & Suites,4.5,Hotels,Arkansas,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Quality Inn & Suites Hot Springs - Lake Hamilton,6.7,Hotels,Arkansas,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
786 HAVEN HOTEL,4.2,Hotels,Arkansas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motel 6-Texarkana, AR",6.2,Hotels,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottage at Buffalo River Basin,9.5,Country Houses,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Days Inn by Wyndham Hot Springs,4.2,Motels,Arkansas,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
The Henry Carriage House,9.7,Apartments,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alyce GreenView- Views of nature,10,Vacation Homes,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairfield Bay Condo with Patio Less Than 5 Mi to Lake!,9,Apartments,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hampton Inn Van Buren,8.4,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Lake Cabin with Dock in Hot Springs National Park!,7,Vacation Homes,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hamilton Townhome- Hot Springs With Lakefront Access,9.7,Vacation Homes,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dream Valley Mountain View Cabin with Covered Porch!,8,Vacation Homes,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Econo Lodge Inn & Suites Bryant,7.9,Hotels,Arkansas,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"The Hobbit House, Fantasy meets Luxury!",8,Apartments,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Super 8 by Wyndham Monticello AR,6.3,Motels,Arkansas,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Motel 6 Forrest City AR,5.1,Hotels,Arkansas,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Holiday Inn Express & Suites Russellville, an IHG Hotel",8.6,Hotels,Arkansas,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Country Host Inn,4.2,Motels,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"JI1, King Guest Room at the Joplin Inn at entrance to the resort Hotel Room",7,Hotels,Arkansas,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Econo Lodge Pine Bluff,5.1,Hotels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ozarka Lodge Eureka Springs,8.2,Hotels,Arkansas,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hilton Garden Inn Conway,8,Hotels,Arkansas,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0
La Quinta by Wyndham Downtown Conference Center,4.8,Hotels,Arkansas,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5 Ojo Inn Bed and Breakfast,9.3,Bed and Breakfasts,Arkansas,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Econo Lodge,5.5,Motels,Arkansas,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
La Quinta by Wyndham Little Rock - West,7.5,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Extended Stay America Select Suites - Bentonville,6.1,Hotels,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peaceful 2 King 1 Queen 1 KIA Bentonville Home,9,Vacation Homes,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosemont B&B Cottages,9,Bed and Breakfasts,Arkansas,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
SpringHill Suites by Marriott Little Rock,7.5,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Courtyard by Marriott Hot Springs,9.1,Hotels,Arkansas,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Hampton Inn Fayetteville,8.7,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Capital Hotel,9.1,Hotels,Arkansas,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Cozy Norfork Home by White River Hike and Fish,8,Vacation Homes,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Econo Lodge Jonesboro,5.1,Motels,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
American Inn & Suites West Memphis,7,Hotels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Happy Jack’s Outdoor Adventures,10,Vacation Homes,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Super 8 by Wyndham Springdale AR,8,Motels,Arkansas,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Hilton Garden Inn West Little Rock,8.8,Inns,Arkansas,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0
Comfort Suites Little Rock,8.1,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Amish made cedar cabin with a loft on a buffalo farm close to the Buffalo River,9.7,Vacation Homes,Arkansas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White River Fishing Escape with Deck and Patio!,9.8,Vacation Homes,Arkansas,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Cabin with a tree house on a buffalo farm .,10,Vacation Homes,Arkansas,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Extended Stay America Select Suites - Fayetteville - I-49,4.5,Hotels,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Home2 Suites By Hilton Springdale,8.6,Hotels,Arkansas,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Econo Lodge Inn & Suites Searcy,7.5,Motels,Arkansas,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Charming Mountain Home Getaway with Gas Grill!,9.7,,Arkansas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New 4 Bdrm Cabin w/ Lakeview,9.5,Vacation Homes,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnuson Hotel Little Rock South,3.6,Hotels,Arkansas,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SpringHill Suites by Marriott Bentonville,8.4,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Days Inn by Wyndham Conway,6.5,Motels,Arkansas,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Log Cabin Inn,8.3,Hotels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"STARLANDING, 2 Kngs/2 Twns; DT/Museums/Trails",10,Vacation Homes,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aloft Little Rock West,8.8,Hotels,Arkansas,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"Holiday Inn Express Hotel & Suites North Little Rock, an IHG Hotel",8.6,Hotels,Arkansas,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Fairfield Inn & Suites by Marriott Fort Smith,8.9,Hotels,Arkansas,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Scottish inns Jonesboro,6.2,Inns,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"The WILLA on 7th, located in Downtown BENTONVILLE!",9.4,Vacation Homes,Arkansas,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Updated Townhome with Deck, Grill and Sunroom!",10,Vacation Homes,Arkansas,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Cypress Getaway,10,Vacation Homes,Arkansas,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Secluded Boles Home Near River Pets Welcome!,10,Vacation Homes,Arkansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garden Inn and Suites,7.4,Motels,Arkansas,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Mabel's Manor -Close to the lake - Seasonal Pool,10,Vacation Homes,Arkansas,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Days Inn by Wyndham Forrest City,4.4,Hotels,Arkansas,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
