name,rating,atnm,region_name,outdoor_swimming_pool,restaurant,excellent_breakfast,free_parking,free_wifi,fitness_center,breakfast,bar,very_good_breakfast,indoor_swimming_pool,spa,3_swimming_pools,2_swimming_pools,4_swimming_pools,room_service,beachfront,private_beach_area,wifi_in_all_areas
Quiet and Colorful Quonset Hut Artist Retreat,10,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa La Huerta,9.9,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabin with Deck 2 Minutes from Angel Fire Resort,8,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa de las Piedras,9,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en Verde,10,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Couples Condo with Loft and Wheeler Peak View!,10,Apartments,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Deer Crossing,5.6,Vacation Homes,New Mexico,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Powderhorn Unit 204,9.3,Hotels,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pet-Friendly Cloudcroft Cabin with Forest Views!,8.4,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TownePlace Suites by Marriott Hobbs,8.5,Hotels,New Mexico,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
AngelFire Cabins- Entire Private Cabin Getaway,10,Condo Hotels,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruidoso Cabin with Patio - Walk to Midtown!,10,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Siesta Suites A - Newly Remodeled 2 Bedroom Home!,10,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carson Cabin - Updated Home, Deck with Mountain View, Fireplace, Fast WiFi",10,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cozy Condo Less Than 1 Mi to Angel Fire Resort Lifts!,10,Apartments,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sitzmark Sports Lodge,8.9,Condo Hotels,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Twining 4A,8.5,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunset Suite - Sunset Themed Apt In Downtown ABQ!!,9,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
El Farolito B&B Inn,9.3,Bed and Breakfasts,New Mexico,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Angel Fire Escape with Hot Tub - 2 Mi to Gondola!,10,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Gold Creek 206,7,Hotels,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hampton Inn & Suites Gallup,7.3,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Ruidoso Downs Condo with Mtn View and Balcony!,8,Apartments,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloudcroft Cabin with Deck Less Than 2 Mi to Downtown!,9.5,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain Haven - House,10,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Homewood Suites by Hilton Albuquerque-Journal Center,8.1,Hotels,New Mexico,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
TownePlace by Marriott Suites Gallup,8.9,Hotels,New Mexico,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Sierra Del Sol 10,9.3,Hotels,New Mexico,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wren Apartments,5.2,Vacation Homes,New Mexico,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Santa Teresa Home with Private Patio Mins to El Paso,8.7,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Albuquerque Vacation Home Rental with Hot Tub!,4,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Gold Creek Condo 204,6.3,Hotels,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OYO Hotel Kings at Clovis,5.3,Hotels,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spacious Home with Hot Tub, Sunroom and Views!",10,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Chic Ruidoso Golf Condo-Patio, Mtn View and Fire Pit",9.4,Apartments,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gold Creek 304,7.5,Hotels,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesa Vista Studio,8,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adobe Escape with Views 16 Mi to Taos Ski Valley!,9,Apartments,New Mexico,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Cozy Cabin Escape with Mtn Views Near the Red River!,9.5,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apache Village 10, King Studio, Midtown, Sleeps 2",7.3,Lodges,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Aspen Mountain Lodge,8.5,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"High Lonesome - Grill, Deck and Mountain Views!",10,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pet-Friendly Cabin about 3 Mi to Ski Cloudcroft Mtn!,9.3,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Twining 7,8,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nob Hill Home with Private Yard and King Bed!,9,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grandview #12 Townhouse,8.6,Apartments,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Outback on the Creek,9,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apache Village 2, King Studio, Midtown, Sleeps 2",7.3,Lodges,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Cabin with Deck 3 Mi to Ski Cloudcroft and Hiking,8.8,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Enchanted Forest,10,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quail Ridge Condo,10,Hotels,New Mexico,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Snowfire 303A,9.4,Hotels,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Flagg Mountain #7 Townhouse,8,Apartments,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Charming Ruidoso Home with Deck and Forest Views!,9.2,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riverside Cottage #28,9.9,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tranquil Little Cabin on the River,9.5,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Snowfire 208B,6.9,Hotels,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Siegel Select Albuquerque 2,6.7,Condo Hotels,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
On the Rocks - A Modern Home with Decks and Views,10,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rustic Ruidoso Cabin with Deck - Walk to Midtown,8.4,Vacation Homes,New Mexico,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Snowfire 206A,6.5,Hotels,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Casita de Vistas,10,Vacation Homes,New Mexico,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Valley El Paso Home with Hiking Access On-Site,10,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Inn of the Turquoise Bear,9.7,Bed and Breakfasts,New Mexico,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Inn at Vanessie,7.1,Inns,New Mexico,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Trailblazer's Delight,9.3,Vacation Homes,New Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Kachinas B&B Inn,9.6,Bed and Breakfasts,New Mexico,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Oakwood Residence Midtown East,9.1,Apartments,New York State,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
Murray Hill East Suites,7.6,Apartments,New York State,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
The Herald by LuxUrban,7.8,Hotels,New York State,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"The Cloud One New York-Downtown, by the Motel One Group",8.4,Hotels,New York State,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Paramount Hotel Times Square,6.5,Hotels,New York State,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Royalton New York,7.6,Hotels,New York State,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Pod Times Square,8.1,Hotels,New York State,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Holiday Inn New York City - Times Square, an IHG Hotel",7.5,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
West Side YMCA,6.6,Hostels,New York State,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
33 Seaport Hotel New York,8.6,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
HI New York City Hostel,8.3,Hostels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TBA Times Square,7.4,Hotels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Be Home Hotel by LuxUrban,6.2,Hotels,New York State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Quinta by Wyndham New York City Central Park,6.6,Hotels,New York State,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Holiday Inn Express Manhattan Midtown West, an IHG Hotel",6.7,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"Crowne Plaza Times Square Manhattan, an IHG Hotel",7.7,Hotels,New York State,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Holiday Inn Lower East Side, an IHG Hotel",7.9,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Hyatt Place New York City/Times Square,7.6,Hotels,New York State,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Hilton Garden Inn New York Central Park South-Midtown West,7.2,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
45 Times Square Hotel,7.8,Hotels,New York State,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Heart of Chelsea!,9.7,Apartments,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"The New Yorker, A Wyndham Hotel",7.7,Hotels,New York State,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
U.S. Pacific Hotel,5.6,Hostels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tuscany Powered by LuxUrban,7.3,Hotels,New York State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ramada by Wyndham New York Times Square West,7,Hotels,New York State,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The FIDI Hotel,8.2,Hotels,New York State,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
"Holiday Inn Express - Wall Street, an IHG Hotel",6.5,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
The Gallivant Times Square,6.4,Hotels,New York State,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
The Blakely by LuxUrban,7.8,Hotels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holiday Inn Wall Street, an IHG Hotel",6.9,Hotels,New York State,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Collective Governors Island,8.8,Campgrounds,New York State,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Moxy NYC Lower East Side,8.3,Hotels,New York State,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
Hilton Garden Inn New York/Midtown Park Avenue,8,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Courtyard by Marriott Times Square West,8.2,Hotels,New York State,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Empire Hotel,6.8,Hotels,New York State,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"The Standard, High Line New York",8.1,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Radio Hotel,8.3,Hotels,New York State,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"Hotel Indigo NYC Financial District, an IHG Hotel",8.8,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
CIVILIAN Hotel,8.5,Hotels,New York State,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
Riu Plaza Manhattan Times Square,8.6,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Best Western Premier Empire State Hotel,8.3,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"Holiday Inn Express - Times Square, an IHG Hotel",6.4,Hotels,New York State,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SpringHill Suites by Marriott New York Manhattan Chelsea,8.1,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
SoHo 54,6.8,Hotels,New York State,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"The Draper New York, Tapestry Collection by Hilton",8.4,Hotels,New York State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Hayden New York,6.8,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
The Manhattan at Times Square,5.6,Hotels,New York State,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Hampton Inn Manhattan - Times Square South,6.6,Hotels,New York State,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
W New York - Times Square,7.7,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Sanctuary Hotel New York,8,Hotels,New York State,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
Hilton Garden Inn New York Times Square South,8.1,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,7.7,Hotels,New York State,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Grayson Hotel,8.5,Hotels,New York State,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
DoubleTree by Hilton New York Times Square South,7.9,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Radio City Apartments,8.5,Condo Hotels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Club Quarters Hotel World Trade Center, New York",8.2,Hotels,New York State,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
The Hotel Chelsea,9.3,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Millennium Hotel Broadway Times Square,7.1,Hotels,New York State,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Carlton Arms Hotel,7.5,Hotels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
“BEAUTIFUL SPACE” 10 MTOS Airport JFK THE BEACH,7.1,Apartments,New York State,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Midtown Convention Center Hotel NYC,5.7,Hotels,New York State,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hotel Edison Times Square,7.3,Hotels,New York State,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1
Hyatt Centric Wall Street New York,8.4,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Hyatt Centric Times Square New York,8.3,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Hyatt Grand Central New York,7.3,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
DoubleTree by Hilton Hotel New York City - Chelsea,7.3,Hotels,New York State,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
MOXY NYC Times Square,8,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Four Points by Sheraton New York Downtown,7.2,Hotels,New York State,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Best Western Plus Soho Hotel,8.7,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
AC Hotel by Marriott New York Times Square,8.3,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
citizenM New York Times Square,8.7,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
The Wall Street Inn,8.2,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
Courtyard New York Manhattan/Midtown West,8.6,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
The Dominick Hotel,8.6,Hotels,New York State,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
citizenM New York Bowery,8.8,Hotels,New York State,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
Untitled at 3 Freeman Alley,8.4,Hotels,New York State,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Private rooms near Lincoln Center,6.1,Hostels,New York State,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyatt Place NYC Chelsea,8,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Nap York Central Park Sleep Station,8.3,Hostels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gotham Hotel,8.3,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Iberostar 70 Park Avenue,8.3,Hotels,New York State,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"Park South Hotel, part of JdV by Hyatt",8.5,Hotels,New York State,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
Wingate by Wyndham New York Midtown South/5th Ave,7.9,Hotels,New York State,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
TRYP by Wyndham New York City Times Square - Midtown,6.9,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Fitzpatrick Manhattan,8.2,Hotels,New York State,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
TownePlace Suites by Marriott New York Manhattan/Times Square,8.2,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
3 West Club,8.5,Hotels,New York State,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
U Hotel Fifth Avenue I Empire State Building,7.9,Hotels,New York State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Private one bedroom one bathroom,8,Apartments,New York State,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Hotel Scherman,9,Guesthouses,New York State,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SpringHill Suites by Marriott New York Manhattan/Times Square South,8,Hotels,New York State,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,8,Hotels,New York State,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
The Manhattan Club,8,Hotels,New York State,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Renaissance New York Chelsea Hotel,7.8,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Hyatt Centric Midtown 5th Avenue New York,7.8,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Ameritania at Times Square,7.7,Hotels,New York State,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
Four Points by Sheraton Manhattan Midtown West,8,Hotels,New York State,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
Hilton New York Times Square,7.9,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Doubletree By Hilton New York Times Square West,7,Hotels,New York State,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1
Courtyard New York Downtown Manhattan/Financial District,7.3,Hotels,New York State,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Hampton Inn Times Square Central,8.2,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Sheraton Tribeca New York Hotel,7.6,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
The Allen Hotel,7.9,Hotels,New York State,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Leo House,7.9,Hotels,New York State,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Comfort Inn Manhattan - Midtown West,6.8,Inns,New York State,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Element Times Square West,7.5,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
La Quinta by Wyndham Time Square South,8.2,Hotels,New York State,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hotel Shocard Broadway, Times Square",7.5,Hotels,New York State,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Park Central,7.6,Hotels,New York State,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
Canal Loft Hotel,7,Hotels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Americana Inn,7.2,Hotels,New York State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aloft Manhattan Downtown - Financial District,7.4,Hotels,New York State,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
The Flat NYC,8,Hotels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Residence Inn by Marriott New York Manhattan/Times Square,8,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Omni Berkshire Place,8.7,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Da Vinci Hotel,7.3,Hotels,New York State,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
M Social Hotel Times Square New York,8.4,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
The Park Ave North,7.6,Guesthouses,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ludlow Hotel,8.9,Hotels,New York State,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
Hudson River Hotel,5.6,Hotels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riu Plaza New York Times Square,8.4,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"InterContinental New York Barclay Hotel, an IHG Hotel",8,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
KAMA CENTRAL PARK,8.1,Hostels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fitzpatrick Grand Central,8.1,Hotels,New York State,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
TownePlace Suites by Marriott New York Manhattan/Chelsea,8,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Pestana Park Avenue,8.5,Hotels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"InterContinental New York Times Square, an IHG Hotel",8.1,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
The Belvedere Hotel,8.1,Hotels,New York State,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Eurostars Wall Street,7.7,Hotels,New York State,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Four Points by Sheraton Manhattan Chelsea,7,Hotels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilton Garden Inn New York - Times Square Central,7.6,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Pod 51,7.8,Hotels,New York State,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Entire Apartment near Central Park,8,Apartments,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YOTEL New York Times Square,7.1,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
The Redbury New York,4.7,Hotels,New York State,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
Courtyard by Marriott New York Manhattan/Chelsea,8.3,Hotels,New York State,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Night Hotel Broadway,6.1,Hotels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Washington by LuxUrban,8.2,Hotels,New York State,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Moderne Hotel,7.8,Hotels,New York State,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Square Hotel at Times Square,7,Hotels,New York State,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Hampton Inn Manhattan-35th St Empire State Bldg,8.3,Hotels,New York State,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
